#	Гэрээний нэр	Эрдсийн төрөл	Гэрээний төрөл	Гэрээ байгуулсан огноо	Баримт бичгийн төрөл	Гэрээ байгуулсан төрийн байгууллага	Компанийн нэр	Төслийн нэр	Гэрээний файл	OCID	Аннотацийн текст	Метадата текст
11.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-13	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2024-12-09	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ;	Нагааранз ХХК	Улаанчулуут	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN1021390198RC		" Орон нутгийн хамтын ажиллагааны гэрээ 2024-13 mn MN Mongolia 23 Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ Аймаг, сумын Засаг дарга нар Model Contract Localcooperation agreement 2024-12-09 2024-12-31 2024 Нагааранз ХХК Сүхбаатар аймаг, Сүхбаатар сум Х.Тайван -1 Улаанчулуут MV-020444 Сүхбаатар аймгийн ЗДТГ Government rc 0 -1 -1 1 489660 ocds-591adf-MN1021390198RC https://admin.iltodgeree.mn/app/1407/1407-oron-nutgiyn-khamtyn-azhillagaany-geree-2024-13.pdf https://admin.iltodgeree.mn/app/1407/1407-oron-nutgiyn-khamtyn-azhillagaany-geree-2024-13.txt 12 226 12 226"
12.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-9	Төмрийн Хүдэр;	Орон нутагтай хамтран ажиллах гэрээ	2024-11-21	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Уулбаян сумын ЗДТГ;	Эм Эл Цахиурт овоо ХХК	Цахиурт овоо	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN4329823491RC		" Орон нутгийн хамтын ажиллагааны гэрээ 2024-9 mn MN Mongolia 50 Сүхбаатар аймгийн ЗДТГ, Уулбаян сумын ЗДТГ Аймаг, сумын Засаг дарга нар Model Contract Localcooperation agreement 2024-11-21 2024-12-31 2024 Эм Эл Цахиурт овоо ХХК Сүхбаатар аймаг, Уулбаян сум Ван Хуйшүй -1 Цахиурт овоо MV-015610 Сүхбаатар аймгийн ЗДТГ Government rc 0 -1 -1 1 472095 ocds-591adf-MN4329823491RC https://admin.iltodgeree.mn/app/1404/1404-oron-nutgiyn-khamtyn-azhillagaany-geree-2024-9.pdf https://admin.iltodgeree.mn/app/1404/1404-oron-nutgiyn-khamtyn-azhillagaany-geree-2024-9.txt 12 229 12 229"
13.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-11-19	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Атар баянгол гоулд	Тайширын нуруу	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN8923581810RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 41 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-11-19 2025-11-19 2024 3769186 Атар баянгол гоулд Сэлэнгэ аймгийн Баянгол сум Нөхөрлөлийн ахлагч 1 Тайширын нуруу ASM-00295 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 516955 ocds-591adf-MN8923581810RC https://www.admin.iltodgeree.mn/app/1383/1383-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1383/1383-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 13 235 13 235"
14.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-11-14	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян намсрайхан	Тайширын нуруу	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN3600222115RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 41 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-11-14 2025-11-14 2024 3752569 Баян намсрайхан Сэлэнгэ аймгийн Баянгол сум Нөхөрлөлийн ахлагч 1 Тайширын нуруу ASM-00295 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 570218 ocds-591adf-MN3600222115RC https://www.admin.iltodgeree.mn/app/1382/1382-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1382/1382-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 13 235 13 235"
15.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-10-30	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Ханан цав	Талбай-1	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN6343193633RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 35 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-10-30 2025-10-30 2024 3319466 Ханан цав Дорноговь аймгийн Хатанбулаг сум Нөхөрлөлийн ахлагч 1 Талбай-1 ASM-00292 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 543791 ocds-591adf-MN6343193633RC https://www.admin.iltodgeree.mn/app/1386/1386-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1386/1386-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 6 124 6 124"
16.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-10-28	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян жоншит ухаа	Улаан өндөр-2	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN9548630264RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 35 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-10-28 2025-10-28 2024 4207521 Баян жоншит ухаа Хэнтий аймгийн Батноров сум Нөхөрлөлийн ахлагч 1 Улаан өндөр-2 ASM-00319 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 553243 ocds-591adf-MN9548630264RC https://www.admin.iltodgeree.mn/app/1373/1373-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1373/1373-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 18 338 18 338"
17.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-10-17	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Хатан сүж хайрхан	Талбай-1	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN1922957895RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 35 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-10-17 2025-10-17 2024 3328465 Хатан сүж хайрхан Дорноговь аймгийн Хатанбулаг сум Нөхөрлөлийн ахлагч 1 Талбай-1 ASM-00292 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 518167 ocds-591adf-MN1922957895RC https://www.admin.iltodgeree.mn/app/1385/1385-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1385/1385-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 6 124 6 124"
18.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-11	Хайлуур Жонш;	Орон нутагтай хамтран ажиллах гэрээ	2024-10-07	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Эрдэнэцагаан сумын ЗДТГ;	Адаэ ХХК	Эрдэнэцагаан	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN4245235842RC		" Орон нутгийн хамтын ажиллагааны гэрээ 2024-11 mn MN Mongolia 35 Сүхбаатар аймгийн ЗДТГ, Эрдэнэцагаан сумын ЗДТГ Аймаг, сумын Засаг дарга нар Model Contract Localcooperation agreement 2024-10-07 2024-12-31 2024 Адаэ ХХК Сүхбаатар аймаг, Эрдэнэцагаан сум Г.Цэнд -1 Эрдэнэцагаан MV-020796 Сүхбаатар аймгийн ЗДТГ Government rc 0 -1 -1 1 467058 ocds-591adf-MN4245235842RC https://admin.iltodgeree.mn/app/1406/1406-oron-nutgiyn-khamtyn-azhillagaany-geree-2024-11.pdf https://admin.iltodgeree.mn/app/1406/1406-oron-nutgiyn-khamtyn-azhillagaany-geree-2024-11.txt 12 231 12 231"
19.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-09-20	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Хараа нутгийн алтан нөхөд	Тайширын ар	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN1027128961RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 41 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-09-20 2025-09-20 2024 3754294 Хараа нутгийн алтан нөхөд Сэлэнгэ аймгийн Баянгол сум Нөхөрлөлийн ахлагч 1 Тайширын ар ASM-00296 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 519267 ocds-591adf-MN1027128961RC https://www.admin.iltodgeree.mn/app/1368/1368-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1368/1368-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 13 235 13 235"
20.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-09-12	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Кенжедара алтан түлхүүр	Хашаатын ам	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN4946014982RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 41 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-09-12 2025-09-12 2024 3082997 Кенжедара алтан түлхүүр Баян-Өлгий аймгийн Толбо сум Нөхөрлөлийн ахлагч 1 Хашаатын ам ASM-00304 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 510395 ocds-591adf-MN4946014982RC https://www.admin.iltodgeree.mn/app/1374/1374-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1374/1374-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 2 52 2 52"
21.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-09-10	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Толь уулын нөхөрлөл	Талбай-1	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN0918629850RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 35 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-09-10 2025-09-10 2024 3312305 Толь уулын нөхөрлөл Дорноговь аймгийн Хатанбулаг сум Нөхөрлөлийн ахлагч 1 Талбай-1 ASM-00292 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 514992 ocds-591adf-MN0918629850RC https://www.admin.iltodgeree.mn/app/1367/1367-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1367/1367-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 6 124 6 124"
22.	Ус ашиглах гэрээ	Алт;	Ус ашиглах тухай гэрээ	2024-08-30	Гэрээ	Завхан аймгийн Дөрвөлжин сумын Засаг даргын Тамгын газар;	Вестерн монголиан девелопмент ХХК	Халзан хошуу	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN3595974866RC		" Ус ашиглах гэрээ mn MN Mongolia 41 Завхан аймгийн Дөрвөлжин сумын Засаг даргын Тамгын газар сумын Байгаль орчны хяналтын улсын байцаагч Contract Contract on water use 2024-08-30 2024-12-25 2024 2888696 Вестерн монголиан девелопмент ХХК Улаанбаатар хот, Сүхбаатар дүүрэг,  Жамъян гүний гудамж-18, Даун таун 803 тоот Гүйцэтгэх захирал -1 Халзан хошуу MV-021682 rc 0 -1 -1 1 201849 ocds-591adf-MN3595974866RC https://admin.iltodgeree.mn/app/1379/1379-us-ashiglakh-geree.pdf https://admin.iltodgeree.mn/app/1379/1379-us-ashiglakh-geree.txt 9 164 9 164"
23.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-08-30	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Алтан солбидог		https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN7166782505RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 41 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-08-30 2025-08-30 2024 3011186 Алтан солбидог Архангай аймгийн Цэнхэр сум Нөхөрлөлийн ахлагч 1 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 612472 ocds-591adf-MN7166782505RC https://www.admin.iltodgeree.mn/app/1366/1366-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1366/1366-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 1 37 1 37"
24.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-07-31	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян хөгжил хараа	Тайширын нуруу	https://beta-api.iltodgeree.mn/api/contracts/download//pdf	ocds-591adf-MN5332144945RC		" Бичил уурхайгаар ашигт малтмал олборлох гэрээ mn MN Mongolia 41 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Гүйцэтгэх захирал Contract Artisanal mining agreement 2024-07-31 2025-07-31 2024 3755606 Баян хөгжил хараа Сэлэнгэ аймгийн Баянгол сум Нөхөрлөлийн ахлагч 1 Тайширын нуруу ASM-00295 Монголын бичил уурхайн нэгдсэн дээвэр холбоо Company rc 0 -1 -1 1 10566111 ocds-591adf-MN5332144945RC https://www.admin.iltodgeree.mn/app/1289/1289-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.pdf https://www.admin.iltodgeree.mn/app/1289/1289-bichil-uurkhaygaar-ashigt-maltmal-olborlokh-geree.txt 13 235 13 235"
